id,text,label,control,trap
ID207500800-499,"Respekt gegenüber unseren europäischen Partnern, Respekt gegenüber der nächsten Generation, Respekt gegenüber der Leistung der Menschen in unserem Land und – übrigens auch als Weihnachtsgruß, Herr Dürr – Respekt auch gegenüber der Opposition.",Politische Identität und Zukunftsvisionen,NA,NA
ID208605400-397,"Erstens. In der Demokratie ist jeder Bürger per se mündig und befähigt. Der Bürger ist eben kein hilfloses Mündel, dem man die richtigen Informationen und die richtige Meinung einflößen muss.",Verteidigung der Demokratie,NA,NA
ID1920906700-739,"Der Deutschlandfunk zum Beispiel berichtete in der letzten Zeit mehrfach über Erfahrungen von afrikanischen Wissenschaftlern, aber auch von Menschen, die in diesem Gebiet leben, die sich fragen: Warum soll ich noch etwas anbauen, wenn die Hilfe sowieso kommt? Warum soll ich meine selbsterzeugten Nahrungsmittel auf dem Markt zu verkaufen versuchen, wenn Nahrungsmittel von der Hilfe kostenlos geliefert und verteilt werden?",Afrika-Strategie und Partnerschaft,NA,NA
ID1916612600-238,"Zusammenfassend ist zu sagen: Die derzeitige Sanktionspolitik führt zu einer weiteren Destabilisierung Syriens und damit der gesamten Region mit der Gefahr, in einen erneuten Bürgerkrieg zu münden. Wer neues Leid und neue Flüchtlingsströme in Richtung Deutschland verhindern will, muss sich jetzt für eine Aufhebung der Sanktionen einsetzen.",Türkei-NATO-Außenpolitik,NA,NA
ID209013600-577,"Die Verbannung derartiger Kommunikation aus sämtlichen Medien bis hin zum Internet zwischen 6 Uhr und 23 Uhr zeigt, wie pauschal und wenig treffsicher hier Ihr Ansatz ist.",NetzDG und Online-Hasskriminalität,NA,NA
ID197107700-648,Drittens. Eine vollständige Abschaffung des Soli ist daher nach Adam Riese eine Entlastung der Spitzenverdiener in diesem Land.,Solidaritätszuschlag Abschaffung und Steuerentlastung,NA,NA
ID204109700-15,Für unsere Versorgungssicherheit und die unserer Enkel ist jetzt aber die sozial-ökologische Transformation der Landwirtschaft wichtiger denn je.,Zukunft der Landwirtschaft,NA,NA
ID1917406500-717,"Hinzu kommen Regierungskontakte von Wirecard bis hin dazu, dass die Bundeskanzlerin persönlich auf direkte Bitte von Karl-Theodor zu Guttenberg in offizieller Funktion in China sich noch für Wirecard eingesetzt hat, als man im Unternehmen längst eine Hausdurchsuchung hätte durchführen müssen. Wo sind wir denn, dass eine Regierung in so einer Lage noch für das Unternehmen wirbt, statt durch die Aufseher eine Durchsuchung durchzuführen? Das wäre doch die richtige Reaktion gewesen.",Wirecard-Skandal und Aufsichtsversagen,NA,NA
ID1912100700-649,"Meine Damen und Herren, es wäre aber unsinnig, wenn wir den Solidaritätszuschlag komplett abschaffen würden, auch für Reiche und Einkommensmillionäre; denn das würde uns noch einmal 11 Milliarden Euro kosten, 11 Milliarden Euro, die dann für Investitionen fehlen, die wir in unserem Land brauchen. Wir als SPD-Fraktion sehen auch überhaupt keinen Anlass, dem Vorstandschef eines DAX-Unternehmens ein Steuergeschenk in Höhe von 140 000 Euro zu machen.",Solidaritätszuschlag Abschaffung und Steuerentlastung,NA,NA
ID1910401300-53,"Erstes Beispiel: das Baukindergeld – nachweislich wirkungslos. Da ging es nur um „Linke Tasche, rechte Tasche“, anstatt beim Freibetrag bei der Grunderwerbsteuer etwas zu machen und den Familien wirklich zu helfen.",Wohnungsbau und Mietpreise,TRUE,NA
ID1920709000-491,"Sagen Sie den USA endlich, dass sie ihre Atomwaffen wieder mit nach Hause nehmen können.",Nukleare Abrüstung und Rüstungskontrolle,NA,NA
ID205508100-287,"Zur ausgewogenen Berichterstattung gehört auch, dass es eine gute Trennung zwischen Kommentar auf der einen Seite und Berichterstattung auf der anderen Seite gibt. Wir müssen auch beim Onlineformular, das sich an Jüngere richtet, darauf achten. Dort muss es deutlich kontrolliert werden. Wir wollen unabhängige Studien und Befragungen, die das prüfen.",Öffentlich-rechtlicher Rundfunk und Medienpolitik,NA,NA
ID1910711300-351,"Apropos Reden: Vielleicht wäre es ja ein guter Weg, sich jetzt nach der Auktion mit den Mobilfunkbetreibern an einen Tisch zu setzen und darüber zu reden, wie man die Misere bei der Netzabdeckung gemeinsam sinnvoll angehen könnte, und zwar bevor man eine Infrastrukturgesellschaft gründet, nicht hinterher.",5G-Netzausbau und Sicherheit,NA,NA
ID1913408800-341,"Wir stärken diese Kassen, die dafür sorgen, dass Krankheit gar nicht erst entsteht. Dass die Krankheiten abhängig vom Alter der Patienten zu unterschiedlichen Behandlungskosten führen, wird künftig ebenso berücksichtigt, wie zum Beispiel positive Effekte von strukturierten Behandlungsprogrammen berücksichtigt werden.",Reform und Finanzierung der Krankenhäuser,NA,NA
ID1922314900-732,"Das begann schon mit der Entstehung von Irini als Nachfolgerin der Mission Sophia. Bei Sophia zählte die Bekämpfung von Menschenhändlernetzen bekannterweise noch zu den Hauptzielen; bei Irini ist es nur noch eine Sekundäraufgabe. Diese Herabstufung liegt aber nicht daran, dass wir hier schon viel erreicht hätten, sondern daran, dass die Flüchtlingsthematik in Europa schlicht äußerst umstritten ist und man sie deshalb nicht ganz oben auf die Agenda setzen wollte. Das Mittelmeer ist nach wie vor die Grabstätte unzähliger verzweifelter Flüchtlinge, die vergeblich versuchten, nach Europa zu kommen. Aber der österreichische Kanzler Kurz hat mit seinen rechtspopulistischen Freunden in Europa dafür gesorgt, dass wir nicht mehr so genau hinsehen, und das ist ein Armutszeugnis für die Europäische Union und ihre moralischen Werte.",Mittelmeer-Seenotrettung,NA,NA
ID1921000500-526,"Der Gesundheitsminister trägt seit drei Monaten vor, welche Schwierigkeiten mit dem Aufbau von Produktionsstandorten verbunden sind. Diese Schwierigkeiten werden aber durch Nichtstun nicht weniger. Ich fordere Sie auf: Hören Sie endlich auf, wertvolle Zeit verstreichen zu lassen! Handeln Sie endlich!",Arzneimittelversorgung und Apothekensterben,NA,NA
ID198314400-378,"Die Körperschaftsteuer will die FDP auf das Niveau der Steueroase Irland – 12,5 Prozent – senken.",Unternehmenssteuerreform und Steuergerechtigkeit,NA,NA
ID2012800700-449,"Um es hier gleich zu Beginn in aller Deutlichkeit und in aller Klarheit zu sagen: Es gibt keine Relativierung. Es gibt keine Verharmlosung. Es gibt kein „Ja, aber“. Nichts rechtfertigt diese barbarischen Attacken der Hamas. Nichts, wirklich gar nichts, rechtfertigt den Terror, der gegen den Staat Israel und seine Bürgerinnen und Bürger verübt wurde.",Deutsch-Israelische Beziehungen und Sicherheit,NA,NA
ID203905300-72,"Sehr geehrte Kolleginnen und Kollegen, dieser Haushalt legt einen guten Grundstein für unsere Vorhaben. Aber klar ist auch: Wir fangen gerade erst an. Meinen letzten Satz möchte ich an die Jugendlichen hier auf den Tribünen richten: Schön, dass ihr uns zuguckt! Bitte bleibt laut, frech und engagiert! Wir stehen an eurer Seite.",Haushaltspolitik und Schuldenmanagement,NA,NA
ID1920301500-203,Und aller Anfang ist schwer: Sie können nicht einfach einen Schalter umlegen und dann haben Sie morgen mehr Impfstoff.,COVID-19 Impfpflicht Debatte,NA,NA
ID205308700-300,"Uns als CDU/CSU ist es inhaltlich sowie politisch ein völliges Rätsel, warum Sie ausgerechnet ein Bundesprogramm abschaffen wollen, das so konkret vor Ort hilft und so exzellent evaluiert ist wie die Sprach-Kitas.",KiTa-Qualitätsgesetz und Ganztagsbetreuung,NA,NA
ID2016002300-130,"Grüß Gott, Frau Präsidentin! Werte Kolleginnen und Kollegen! Diese Regierung bringt nichts mehr auf die Kette.",Anrede in Reden,NA,NA
ID1912108700-698,"Das ändert aber nichts daran, dass die Nachunternehmerhaftung ein erster kleiner Schritt in die richtige Richtung ist. Wir hätten uns mehr gewünscht. Aber dennoch stimmen wir dem Gesetzentwurf heute zu.",Postgesetz und Zustellungsdienstleistungen,NA,NA
ID1917103800-536,"Am Ende noch zwei Sätze zu den Terminals, weil es ja doch die eine oder andere Kritik und Diskussion gegeben hat. Nach reiflicher Abwägung der Argumente sind wir zu dem Entschluss gekommen, dass die flächendeckende Einführung von stationären Geräten nicht die richtige Lösung ist. Mir ist bewusst, dass der Zugang zur ePA natürlich barrierefrei gestaltet werden muss. Aber das bedeutet auch, dass Menschen ohne Smartphone auf ihre ePA zugreifen können müssen. Ich bezweifle aber, dass ein Großteil der Menschen, die kein Smartphone besitzen, am Ende an ein Terminal geht, das in irgendeinem Raum steht. Zumindest – ich habe mich heute früh noch mal versichert – mein 78-jähriger Vater sagte: Oje, Martina, das ist keine Option.",Inklusion und Barrierefreiheitspolitik,NA,NA
ID1922104000-251,"Genau aus diesen Gründen haben wir Sozialdemokratinnen und Sozialdemokraten das Thema groß gemacht und auf die Agenda gesetzt. Und deshalb wünsche ich mir, dass wir im Sinne der Kinder zusammenkommen, wir alle. Diese Chance ist historisch. Sie wird so schnell nicht wiederkommen. Schaffen wir es nicht, bleiben die Türen lange verschlossen.",Familienförderung und Kinderarmut bekämpfen,NA,NA
ID191500800-729,Elterngeld und Elterngeld Plus sind ein Erfolg; das sehen wir Grüne genauso. Das zeigt der Bericht eindeutig.,Familienunterstützung und Elterngeld Reformen,NA,NA
ID203404800-690,"Liebe Kolleginnen und Kollegen, wir wissen alle: In der Politik ist es wichtig, eine Lobby zu haben, und damit meine ich keine Maskendeals, keine Beraterverträge und keine Nebenverdienste,",Lobbyregister und Transparenzmaßnahmen,NA,NA
ID2013101700-361,"Deshalb fand ich es sehr richtig und wichtig, dass die Bundesregierung zusammen mit der französischen Regierung auf ihrer Kabinettsklausur Anfang Oktober in Hamburg eine gemeinsame Initiative zum Bürokratieabbau beschlossen hat; denn nationale Maßnahmen allein reichen in einer globalisierten Welt nicht mehr aus,",Bürokratieabbau und Bürokratieentlastung,NA,NA
ID1919305900-776,"Vielen Dank für die Frage. – Ich glaube, Sie machen da einen Denkfehler. Wenn man die Minijobs in sozialversicherungspflichtige Beschäftigungsverhältnisse umwandelt, dann gibt es diese 450-Euro-Grenze, diese harte Grenze gar nicht mehr. Dann muss man diese Anhebung, über die Sie jetzt sprechen, einfach nicht mehr machen. Wenn die Menschen dann höhere Löhne verdienen können, dann können sie diese höheren Löhne auch bekommen. Dann können sie genauso viel arbeiten wie vorher oder mehr. Das ist ja der Sinn: Wenn man zum Beispiel die Minijobzone in die Midijobzone ausweitet, dann gibt es diese harte Grenze nicht mehr. Das ist ja einer der Gründe, warum dieses Modell, das wir vorschlagen, so sinnvoll ist und warum es Ihren Vorschlag an dieser Stelle überhaupt nicht braucht.",Minijobs und Sozialversicherungspflicht,NA,NA
ID199507500-281,"Als Vorsitzende der Katholischen Arbeitsgemeinschaft für Soldatenbetreuung wünsche ich mir sehr, dass wir es endlich schaffen, für unsere Soldaten und Soldatinnen eine Oase in Mali zu schaffen.",Bundeswehreinsatz in Mali,NA,NA
ID1919905200-722,"Ein wichtiger Baustein ist das kürzlich verabschiedete Gesundheitsversorgungs- und Pflegeverbesserungsgesetz – ein fürchterlicher Zungenbrecher –, weil es uns hilft, Geld bereitzustellen, 5 Milliarden Euro vom Bund. Lieber Herr Kessler, die Kassen bekommen insbesondere über den Gesundheitsfonds 20 Milliarden Euro an Steuermitteln – auch das darf man nicht vergessen –,",Gesetzliche und private Krankenversicherung,NA,NA
ID2014500800-411,"Den Betroffenen in den Flutgebieten aber sage ich an dieser Stelle als Zweites ganz ausdrücklich: Die Vereinbarungen, die wir seinerzeit zwischen Bund und Ländern getroffen und mit der „Aufbauhilfe 2021“ umgesetzt haben, standen durch das Urteil zu keinem Zeitpunkt infrage. Um da ganz klar zu sein: Es steht nicht zur Debatte, ob weiter Hilfe geleistet wird. Offen ist nur die Frage, wie sie im Haushalt abgebildet wird.",Bevölkerungsschutz und Katastrophenhilfe,NA,NA
ID1915608700-439,"Über die Erlaubnis, zu durchsuchen, entscheidet nicht der Kapitän des Schiffes. Vielmehr hat der Flaggenstaat des Schiffes – in diesem Fall wäre es Russland – die Gelegenheit, innerhalb von einer festgesetzten Frist von vier Stunden der Durchsuchung des Schiffes zu widersprechen. Wenn das nicht erfolgt, findet die Durchsuchung des Schiffes statt. Wenn Widerspruch seitens Russlands kommt – Sie haben Russland als Beispiel gewählt, deswegen bleibe ich dabei –, dann wird Russland sich öffentlich und vor der diplomatischen Community dafür rechtfertigen müssen, warum sie das getan haben und damit einen politischen Preis zahlen müssen. Staaten, die das dann tun, können nicht mehr wie bisher unbemerkt und unbeobachtet Waffenlieferungen nach Libyen bringen. Ich finde, das ist schon ein entscheidender Fortschritt gegenüber der bisherigen Situation, wie wir sie zum Beispiel im Augenblick im Mittelmeer haben.",Maritime Sicherheit NATO Sea Guardian,NA,NA
ID1911407900-523,"Die Scharfmacher von der Union haben ihre Solidarität ja schon Tage vorher und auch heute im Ausschuss bekundet und wollen sie auch noch beweisen, indem sie den saudischen Schlächtern gleich noch mehr Waffen für ihren barbarischen Krieg im Jemen liefern.",Rüstungsexportkontrollgesetz und Waffenlieferungen,NA,NA
ID204311400-311,"Wir in der Ampel haben uns im Koalitionsvertrag genau das zur Aufgabe gemacht. Wir wollen alle Länder des westlichen Balkans bei den Reformbemühungen unterstützen. Für uns ist klar: Die Integration des westlichen Balkans in die EU ist ein Gewinn für Menschen, Sicherheit, Rechtsstaatlichkeit und Wohlstand in der Region und in der EU gleichermaßen. Sie ist ein wesentlicher Baustein zur Vollendung der europäischen Einheit. Dass die Außenministerin in den ersten Wochen ihrer Amtszeit die Region besuchte, macht das deutlich. Und die Reise des Bundeskanzlers ist ja erst wenige Tage her.",Kosovo und westlicher Balkan,NA,NA
ID1917906500-323,"Und am Ende haben wir zusammen 3,55 Milliarden Euro für Entwicklungszusammenarbeit und humanitäre Hilfe bereitgestellt.",Entwicklungszusammenarbeit und humanitäre Hilfe,NA,NA
ID207907500-510,"Bis 2030 sind nur noch acht Jahre Zeit,",Nachhaltigkeit und ihre Dimensionen,NA,NA
ID193609100-245,"Weil ich mich schon damals gefragt habe, ob eine reine Präsenz der Streitkräfte ausreicht, um dauerhaft Frieden in dieses Land zu bringen. Schon damals war mir klar: Hier muss eine nachhaltige politische Lösung angestrebt und gefunden werden.",Internationale Sicherheitsstrategie und UN-Sicherheitsrat,NA,NA
ID198312000-617,"Herr Präsident! Meine Damen und Herren! Der Austritt des Vereinigten Königreiches Großbritannien und Nordirland verändert die Rechtsgrundlage bei vielen Steuern für Unternehmen und Privatleute. Mit diesem Sammelgesetz werden in die jeweiligen Steuergesetze Regeln eingefügt, die ungerechtfertigte Härten verhindern sollen. Der Brexit als schädliches Ereignis soll nicht zu Nachteilen für Privatleute oder Unternehmen führen. Es ist gut, dass das geregelt wird, und findet unsere Zustimmung.",Brexit und Europäische Union,NA,NA
ID197501200-395,"Unsere Häuser werden beschädigt, unsere Autos verbrannt, unsere Büros demoliert. Damit soll der demokratische Diskurs in diesem Land eingeengt werden, und damit wird die Meinungsfreiheit, immerhin einer der zentralen Grundpfeiler unserer Demokratie, massiv angegriffen.",Verteidigung der Demokratie,NA,NA
ID1913500400-418,"Es ist gut, dass wir das Aufstiegs-BAföG nun endlich ausbauen. Noch besser wäre eine große Reform gewesen, die Teilzeit erleichtert, Blockunterricht ermöglicht und die Digitalisierung vorantreibt. Lassen Sie uns die Ausschussberatungen nutzen, daran zu arbeiten.",BAföG-Reform und Studienfinanzierung,NA,NA
ID1918000300-412,"Umso mehr müssen wir auch schauen, dass wir bei dem Bundesamt für Bevölkerungsschutz und Katastrophenhilfe mehr tun können. Herr Minister, ich spreche es offen an: Sie haben nach dem fehlgeschlagenen Warntag, als wir festgestellt haben, dass die Länder nicht entsprechend investiert hatten und wir gemeinsam mehr in die Resilienz und mehr investieren müssen, entschieden, dass der Präsident des Bundesamtes für Bevölkerungsschutz und Katastrophenhilfe gehen muss. Ich sage Ihnen offen, dass ich mir diesen Mut vielmehr gewünscht hatte, als es darum ging, einen Verfassungsschutzpräsidenten nicht wochenlang im Amt zu halten – gegen die Kanzlerin, gegen den Willen der Mehrheit des Hauses, gegen Ihren Koalitionspartner.",Bevölkerungsschutz und Katastrophenhilfe,NA,NA
ID1923509900-500,"Ich denke – das ist meine Hoffnung und zugleich meine Forderung zum Schluss –, dass wir bei der Arbeit dieses Untersuchungsausschusses viel für die Zukunft gelernt haben. Deshalb ist wichtig, liebe Kolleginnen und Kollegen: Lesen Sie diesen Abschlussbericht; denn aus Fehlern kann man lernen. Wer weiß, wer von Ihnen viel für seine zukünftige Arbeit daraus lernen kann! In diesem Sinne Ihnen nochmals herzlichen Dank.",Untersuchungsausschüsse und Verantwortlichkeit,NA,NA
ID1913502900-337,"Ich will an die Adresse beider Koalitionsfraktionen sagen: Der Unfrieden, das Chaos, das Unverständnis, das wir in den betroffenen Kreisen bei den Schützen, bei den Jägern usw. hatten, das haben Sie sich selber zuzuschreiben.",Koalitionsvertrag und -verhandlungen,NA,NA
ID192006400-650,"Auf jeden Fall ist das Thema Wasser einfach zu wichtig, um Ängste zu schüren und Panik zu verbreiten. Deshalb lassen Sie uns das Thema so behandeln, dass wir seiner Bedeutung und der Verantwortung, die wir dafür in diesem Hause haben, gerecht werden.",Wasserzugang und Wassermanagement,NA,NA
ID2014611600-399,"Denn genau das, auch Protest, auch wütender Protest, macht eine lebenswerte, eine lebendige Demokratie aus. Ich kann Sie nur ermutigen, das weiter zu tun, auch wenn es Protest ist, der sich inhaltlich gegen Politik richtet, die auch ich heute vertreten werde. Das ist Demokratie, die wir auch gegen diese Fraktion verteidigen werden.",Verteidigung der Demokratie,NA,NA
ID1916102100-48,"und gegen den Bußgeldkatalog. Der von Ihnen jetzt so beklagte Bußgeldkatalog ist mit Ihnen und auch durch Sie im zuständigen Bundesrat 16 : 0 beschlossen worden. Sie hatten nahezu zehn Monate Zeit, um sich mit dem Thema zu befassen und die Novelle im Vorfeld zu beeinflussen. Da fragt man sich dann wirklich, ob bei Ihnen in Fragen der Verkehrspolitik die linke Bundeshand nicht weiß, was die rechte Länderhand wirklich tut.",ÖPNV-Finanzierung und Verkehrswende,NA,NA
ID1918911300-657,"Zum Schluss aber noch etwas Erfreuliches. Letzten Montag war ich virtuell mit dem Bundesverband der Fernstudienanbieter verbunden. Man hat mich ganz zu Recht darauf hingewiesen, dass es längst überfällig gewesen sei, was wir heute noch beschließen möchten, nämlich den Austausch eines einzigen Wortes im Fernunterrichtsschutzgesetz. Mit der Text- statt der Schriftform machen wir das Gesetz ein klein wenig moderner. Und es stimmt: Man soll für einen Onlinekurs einen Printvertrag unterschreiben und analog verschicken, damit er beim Anbieter am Ende wieder digital eingescannt wird? Das ist Unsinn, und das braucht kein Mensch. Da stimmt mir vielleicht sogar der Kollege Brandenburg zu.",Digitale Bildung und Schulen,NA,NA
ID1917102500-669,"Das ist Ihre schizophrene Politik, die Sie hier probieren voranzutreiben. Es ist gut, dass nicht mal die Start-ups selber darauf hineinfallen.",Verantwortungsvolle Politik,NA,NA
ID205114800-315,"Aber ich halte es für richtig, dass wir uns als Bund in die Verantwortung nehmen lassen.",Kritik und Forderungen an Bundesregierung,NA,NA
ID205913600-301,"Ich bin froh, dass wir mit dem KiTa-Qualitätsgesetz heute ein Gesetz in die erste Lesung im Bundestag einbringen, das finanziell dazu beitragen kann, die Rahmenbedingungen für die wertvolle Arbeit von Kindertagespflegepersonen zu verbessern.",KiTa-Qualitätsgesetz und Ganztagsbetreuung,NA,NA
ID204502200-754,Der Missbrauch von Kindern ist eine der widerlichsten Arten von Kriminalität. Diese Delikte schreien geradezu nach Strafverfolgung.,Bekämpfung sexuellen Kindesmissbrauchs,NA,NA
ID1910011600-175,"In meinem inhaltlichen Bereich waren vor allem folgende Themen auffällig wiederkehrend: Verbesserungswünsche im Rahmen der Elektromobilität, angefangen bei der Ladeinfrastruktur in den Autogaragen – Stichwort „Eigentümerwohngemeinschaft“ –, über ausreichende öffentliche Ladestellen und einheitliche Steckertypen bis hin zur Frage der Bepreisung des abzugebenden Stroms. Die Vielzahl der Petitionen zeigt mir, dass hier noch ein großer Handlungsbedarf, aber auch eine große Perspektive für die Zukunft liegt.",Transformation der Automobilindustrie,TRUE,NA
ID195003200-720,"Zu guter Letzt will ich nicht unerwähnt lassen, dass mit 14,5 Milliarden Euro der Löwenanteil des Gesundheitshaushalts an die gesetzlichen Krankenversicherungen fließt. Wir finanzieren damit viele versicherungsfremde Leistungen. Das ist kein kleiner Beitrag für die Beitragsstabilität.",Gesetzliche und private Krankenversicherung,TRUE,NA
ID2011211100-273,"Wir können nicht bei der Aufklärung schwerster Verbrechen immer auf die Zuarbeit des Kommissars Kooperation angewiesen sein. Wir stärken ihn dadurch in seiner Arbeit obendrein, liebe Kolleginnen und Kollegen.",Stärkung der Bundespolizei und Polizeibeauftragter,NA,NA
ID192901900-770,"Diese Systematik hat automatisch den Effekt – den werden auch Sie nicht ändern können –, dass sich durch geringe Einkommenszuwächse höhere Steuerbelastungen sind dadurch geringere Realeinkommen ergeben; man beschreibt diese Entwicklung mit dem Begriff „kalte Progression“.",Kalte Progression und Inflation,NA,NA
ID198003900-288,"die wesentlich dafür verantwortlich ist, dass die Medienvielfalt und die Meinungsvielfalt in diesem Land immer stärker eingeschränkt werden, eine solche Macht einer Regierungspartei ist das Kennzeichen einer Diktatur.",Öffentlich-rechtlicher Rundfunk und Medienpolitik,NA,NA
ID1921206900-167,"Aber kann es wirklich sein, dass nur jeder dritte Hauptakteur im Bereich der Nachrichten weiblich ist? Das zumindest zeigt eine Studie der Uni Rostock. Die Ergebnisse dieser Studie zur Geschlechtergerechtigkeit in den Medien sind schon schockierend. Seit 20 Jahren hat sich leider nur sehr wenig verändert.",Geschlechtergleichstellung und Gewaltprävention,NA,NA
ID1923510500-501,"Ich möchte die Gelegenheit nutzen, Ihnen, liebe Frau Kollegin Lühmann, Danke zu sagen. Ich sage dafür Danke, dass wir beide als Sprecher insbesondere in den letzten zwei Perioden, also in der letzten Periode und auch in dieser Periode, sehr eng zusammengearbeitet haben. Es war so das Team der Polizistin und des Rechtsanwalts sowohl in den beiden Untersuchungsausschüssen wie auch in der Verkehrspolitik. Das war bei der einen oder anderen Frage, ob Section Control oder Alcolocks, manchmal auch ein bisschen von juristischen Debatten geprägt.",Untersuchungsausschüsse und Verantwortlichkeit,NA,NA
ID194500300-319,"Aber wenn ich es richtig sehe, dann gibt es im Haus von Peter Altmaier noch nicht einmal einen zuständigen Staatssekretär für diese Frage.",Kritik und Forderungen an Bundesregierung,NA,NA
ID1914215100-716,"Diese Fälle liegen jetzt bei der Justiz; das ist auch richtig. Die Verfahren laufen; das erste Urteil wurde diesen Monat veröffentlicht. Die Sprache des Gerichts könnte kaum deutlicher sein: Es ist „logisch unmöglich“, dass es mehrere Eigentümer einer Aktie gibt. – Das zeigt, dass die Rechtsauffassung, der vom Geldrausch besessenen Cum/Ex-Profiteure aus einem Land der Fantasie kommt.",Wirecard-Skandal und Aufsichtsversagen,NA,NA
ID198006100-263,"müssen wir dann Gas aus Katar und Fracking-Gas aus Amerika verfeuern statt preiswerter Kohle aus der Lausitz. Abhängigkeit erhöht, Volksvermögen vernichtet!",Nord Stream 2 Pipeline-Politik,NA,NA
ID1912207600-590,"Im parlamentarischen Verfahren werden wir noch einige Details klären müssen. Was wir uns noch einmal genau anschauen sollten, ist zum Beispiel die Zusammensetzung des Stiftungsrates. Diese und andere Fragen werden wir bei der Anhörung am 9. Dezember mit Expertinnen und Experten der Zivilgesellschaft diskutieren.",Demokratieförderung und politische Stiftungen,NA,NA
ID1922103600-383,"Genau dabei muss es bleiben. Der Staat soll kein zusätzliches Recht neben dem Wächteramt bekommen. Der Staat ist nicht besser für die Kinder. Die Familien sind diejenigen, die die Erstverantwortung für die Kindererziehung und die sich daraus ergebende Pflicht haben. Das machen wir hier deutlich. Deswegen ist es ein guter Gesetzentwurf.",Kinderrechte und Familienpolitik,NA,NA
ID2013312100-769,"Liebe Vertreterinnen und Vertreter der belarussischen Demokratiebewegung, liebe Engagierte für Freiheit und Gerechtigkeit in Belarus, der Deutsche Bundestag solidarisiert sich mit euch allen; denn der Einsatz für Menschenwürde und Demokratie ist kein Verbrechen, sondern eine Leistung, die unseren Respekt und unsere große Unterstützung verdient.",Unterstützung der Opposition in Belarus,NA,NA
ID198611100-615,"Ich weiß nicht, wie man sich in London endgültig entscheiden wird; niemand weiß das. Die Abstimmungen dieser Woche im House of Commons bestärken mich in meiner Annahme, dass es keine Einigung in Westminster geben wird. Wir können uns hier gegenseitig unsere Wunschszenarien vortragen. Doch das bringt nichts; denn wir entscheiden nicht. Wir, die EU, müssen uns jetzt darauf konzentrieren, was wir machen können, was in unseren Verantwortungsbereich fällt. Ich plädiere deshalb mit Nachdruck dafür, dass wir, genauer gesagt: der Rat, mit einer Verlängerung der Artikel-50-Frist äußerst zurückhaltend umgehen.",Brexit und Europäische Union,NA,NA
ID1911511800-571,"Deswegen empfinde ich es als umso trauriger, dass die SPD als Regierungspartner diesen Überbietungswettbewerb mitmacht.",SPD-internes Handeln und Positionen,NA,NA
ID1918807200-765,"Das Gesicht der Opposition ist oft weiblich. Ursprünglich wollten hauptsächlich Männer gegen Präsident Lukaschenka antreten. Sie wurden festgenommen oder mussten fliehen. Total unterschätzt, sind stattdessen die Frauen in den Vordergrund getreten: als Symbol der Opposition Swetlana Tichanowskaja, die vielen als eigentliche Wahlsiegerin gilt.",Unterstützung der Opposition in Belarus,NA,NA
ID1921800500-204,"Und natürlich ist es so, dass es vielleicht für uns national besser gewesen wäre – aber nicht langfristig –, wenn wir diesen Impfstoff allein beschafft hätten. Aber trotzdem ist es richtig, dass wir das gemeinsam als Europäerinnen und Europäer gemacht haben. Ja, wir müssen uns anrechnen lassen, dass es schlechter geklappt hat als im Vereinigten Königreich, in Israel oder in den Vereinigten Staaten.",COVID-19 Impfpflicht Debatte,NA,NA
ID1914606000-532,"Frage sechs: Warum hat sich die Bundeskanzlerin aus Südafrika zu Wort gemeldet? Angela Merkel steht ganz sicher nicht im Verdacht, Politik nach DDR-Vorbild zu machen. Das ist absurd.",Regierungserklärungen und Kanzlerschaft,NA,NA
ID202403300-248,"An dieser Stelle sollte sich Deutschland nun endlich mal fragen, was das für unsere Außenpolitik bedeutet. Weitermachen wie bisher können wir offenkundig nicht. Aber wir sehen momentan noch nicht, dass diese Erkenntnis auch bei der Bundesregierung angekommen wäre.",Internationale Sicherheitsstrategie und UN-Sicherheitsrat,NA,NA
ID19705700-339,"Das Sondierungspapier ist nur ein erster Entwurf dessen, was wir tun wollen. Nach der Entscheidung an diesem Sonntag werden wir dann hoffentlich ein Koalitionspapier erarbeiten, in dem wir versuchen werden, die Eckpunkte zu beschreiben",Koalitionsvertrag und -verhandlungen,NA,NA
ID199300900-416,"Wir beraten hier heute, meine Damen und Herren, eine BAföG-Novelle in lange nicht mehr gesehenem Ausmaß. Wir haben uns im Koalitionsvertrag ja schon darauf verständigt, 1 Milliarde Euro prioritär – also bevor viele andere Ausgaben angemeldet worden sind – für das BAföG zur Verfügung zu stellen. Wir haben also Verantwortung übernommen und gesagt: Dieses Geld wollen wir in die Ausbildungsfinanzierung investieren. – Schon allein das war ein Erfolg. Ich will aber auch darauf hinweisen: Der Gesetzentwurf sieht jetzt schon ein Volumen von mehr als 1,2 Milliarden Euro vor.",BAföG-Reform und Studienfinanzierung,NA,NA
ID208715400-372,"Würden Sie es ernst meinen, dann würden Sie in Ihrem Antrag die Studie des American Jewish Committee vollständig zitieren. Sie lesen nur das, was Ihnen in den Kram passt. In dieser Studie findet sich nämlich auch der Befund, dass antisemitische Einstellungen unter den Wählerinnen und Wählern der AfD besonders weit verbreitet sind.",Antisemitismus und jüdisches Leben,NA,NA
ID206208400-559,"um gebundenes Erdgas freizusetzen, Flüssigkeiten, die nicht ohne sind. Sie enthalten stark wassergefährdende, krebserregende und hormonverändernde Toxine.",Wasserstoffstrategie und Klimaschutz,NA,NA
